,id,title,url
0,1596617,Freadman White completes Napier Street apartments in Melbourne,https://www.dezeen.com/2020/12/14/napier-street-apartment-interiors-melbourne-milieu/
1,1596239,Meditation chambers by Office Of Things wash workers in colourful light,https://www.dezeen.com/2020/12/13/meditation-room-interiors-offices/
2,1594952,Library of law books wraps staircase in Mexico City office designed by Esrawe Studio,https://www.dezeen.com/2020/12/12/corporate-c-law-office-mexico-city-esrawe-studio/
3,1596233,"""Grey alone would be too depressing for 2021's colour of the year""",https://www.dezeen.com/2020/12/11/colour-of-the-year-2021-pantone-michelle-ogundehin/
4,1595772,Seaside hotel by K-studio declared Ultimate Winner at AHEAD's 2020 global awards show,https://www.dezeen.com/2020/12/11/ultimate-winner-ahead-awards-2020-seaside-hotel-k-studio/
5,1595387,Enter Projects Asia weaves rattan sculptures through Spice & Barley restaurant in Bangkok,https://www.dezeen.com/2020/12/10/enter-projects-asia-rattan-sculptures-spice-and-barley-bangkok/
6,1595544,AHEAD Global reveals the world's best hotel designs in livestream,https://www.dezeen.com/2020/12/10/ahead-global-2020-awards-winners-livestream/
7,1594909,Defhouse in Milan is a home for Italy's up-and-coming influencers,https://www.dezeen.com/2020/12/09/defhouse-milan-social-media-influencers/
8,1594490,Pantechnicon store in London infuses Japanese and Nordic culture,https://www.dezeen.com/2020/12/08/pantechnicon-london-shop-interiors-japanese-nordic/
9,1594339,"Still Room in Antwerp is designed to be a ""shelter for the mind""",https://www.dezeen.com/2020/12/07/still-room-antwerp-interiors-minimalist/
10,1588415,Ten predictions of how the pandemic will change the world,https://www.dezeen.com/2020/12/07/pandemic-coronavirus-opinions-review-2020/
11,1594055,South Carolina's Post House inn features a mix of old and new,https://www.dezeen.com/2020/12/06/post-house-inn-charleston-hotel-interiors/
12,1593081,"Studiomama transforms Yotam Ottolenghi's test kitchen into ""happy space""",https://www.dezeen.com/2020/12/04/ottolenghi-test-kitchen-design-studiomama/
13,1591733,Dezeen's top 10 hotels of 2020,https://www.dezeen.com/2020/12/03/dezeens-top-10-hotels-of-2020/
14,1592410,Herzog & de Meuron creates boutique hotel in historic Volkshaus Basel,https://www.dezeen.com/2020/12/03/volkshaus-basel-hotel-herzog-de-meuron/
15,1591814,OEO Studio creates colourful cantina for Copenhagen eatery Hija de Sanchez,https://www.dezeen.com/2020/12/02/hija-de-sanchez-cantina-oeo-studio-copenhagen/
16,1592095,Jonathan Tuckey Design updates London apartment with pink and pistachio-green storage walls,https://www.dezeen.com/2020/12/01/london-apartment-interiors-storage-solutions/
17,1591467,Paritzki & Liani Architects mixes architecture and geology in Grifo210 boutique,https://www.dezeen.com/2020/11/30/grifo210-paritzki-liani-architects-ischia-minimalist-interior/
18,1590840,Dolmen Shelter is a fictional boutique hotel with stone-shaped guest suites,https://www.dezeen.com/2020/11/30/dolmen-shelter-jilavyan-renderings-architecture/
19,1591680,OEO Studio gives Copenhagen restaurant Kadeau a cosy revamp,https://www.dezeen.com/2020/11/30/kadeau-copenhagen-restaurant-interior-oeo-studio/
20,1590527,Industrial grating forms display fixtures inside Edition cannabis dispensary in Toronto,https://www.dezeen.com/2020/11/29/edition-x-dispensary-cannabis-design/
21,1590728,Ten peaceful bedrooms designed by architects,https://www.dezeen.com/2020/11/28/ten-peaceful-bedrooms-designed-by-architects/
22,1590750,"Finger Lakes hotel The Lake House on Canandaigua designed like ""a beloved family home""",https://www.dezeen.com/2020/11/27/lake-house-on-canandaigua-hotel-the-brooklyn-home-company-studio-tack/
23,1591224,Norm Architects creates black-timber retreat near border of Denmark and Germany,https://www.dezeen.com/2020/11/27/fjord-boat-house-architecture-timber/
24,1589860,Ten dining rooms in American homes that are a feast for the eyes,https://www.dezeen.com/2020/11/25/dining-rooms-thanksgiving-dinner/
25,1588958,Leaf-shaped aluminium panels cover ceiling of Tokyo department store,https://www.dezeen.com/2020/11/25/nihombashi-mitsukoshi-main-store-lighting-planners-associates/
26,1587212,Dezeen Awards 2020 interiors category winners revealed,https://www.dezeen.com/2020/11/24/dezeen-awards-2020-interiors-category-winners-revealed/
27,1589715,"TypeO Loft is a shoppable Swedish holiday apartment designed for the ""new normal""",https://www.dezeen.com/2020/11/24/type-o-loft-holiday-apartment-interiors/
28,1589909,"Organisers of IMM Cologne take ""painful"" decision to cancel 2021 furniture show",https://www.dezeen.com/2020/11/24/imm-cologne-2021-show-cancelled-coronavirus/
29,1585874,Franklin Azzi Architecture completes The Bureau co-working space in Paris,https://www.dezeen.com/2020/11/23/bureau-coworking-office-interiors-paris/
30,1589275,Grand Cayman beach hotel Palm Heights is styled like a 1970s Caribbean mansion,https://www.dezeen.com/2020/11/22/grand-cayman-beach-hotel-palm-heights-gabriella-khali/
31,1587842,BLUE Architecture Studio adds U-shaped glass box to Shanghai coffee shop,https://www.dezeen.com/2020/11/22/blue-architecture/
32,1587958,Archmongers uses primary colours to revive a home in the modernist Golden Lane Estate,https://www.dezeen.com/2020/11/22/golden-lane-flat-renovation-archmongers-primary-colours/
33,1589240,Warm beige hues update Résidence Esplanade in Montreal,https://www.dezeen.com/2020/11/21/residence-esplanade-house-interiors-montreal/
34,1588731,Eight comfortable living rooms with inviting interiors,https://www.dezeen.com/2020/11/21/cosy-living-rooms-interiors-hygge/
35,1589109,This week we looked at 30 architect-designed kitchens,https://www.dezeen.com/2020/11/21/this-week-architect-designed-kitchens/
36,1587048,Ministry of Design creates shared office spaces in Kuala Lumpur skyscraper,https://www.dezeen.com/2020/11/20/ministry-of-design-ytl-headquarters-kuala-lumpur/
37,1587255,Anupama Kundoo's handmade architecture features in Louisiana Museum exhibition,https://www.dezeen.com/2020/11/20/anupama-kundoo-exhibition-taking-time-louisiana-museum/
38,1588675,Freitag store in Kyoto is designed to resemble the brand's own warehouse,https://www.dezeen.com/2020/11/20/freitag-kyoto-shop-interiors-industrial/
39,1588913,Minimalist Japanese guesthouse and robot dog feature in today's Dezeen Weekly newsletter,https://www.dezeen.com/2020/11/19/minimalist-japanese-guesthouse-robot-dog-dezeen-weekly/
40,1588230,Daosheng Design creates monochromatic bar with looping bamboo sculpture,https://www.dezeen.com/2020/11/19/the-flow-of-ecstatic-bar-china-interiors-daosheng-design/
41,1588111,Issey Miyake store in Osaka is splashed with water-themed details,https://www.dezeen.com/2020/11/19/issey-miyake-shop-interiors-japan-semba/
42,1586860,Nook Pod is a gabled workspace,https://www.dezeen.com/2020/11/18/nook-pod-dezeen-showroom/
43,1587217,Project #13 is an office for Studio Wills + Architects that doubles up as a home,https://www.dezeen.com/2020/11/17/project-13-home-office-interiors-singapore/
44,1586339,AHEAD Europe 2020 awards winners announced in video ceremony on Dezeen,https://www.dezeen.com/2020/11/16/ahead-europe-2020-awards-ceremony/
45,1586940,Frama creates ultra-minimal interiors for Juno the Bakery in Copenhagen,https://www.dezeen.com/2020/11/16/juno-bakery-copenhagen-interiors-minimal/
46,1586594,Black dominates moody ELMNT spinning studio in Montreal,https://www.dezeen.com/2020/11/15/elmnt-spinning-studio-ivy-montreal/
47,1586134,Century-old Japanese dwelling transformed into minimalist guesthouse,https://www.dezeen.com/2020/11/15/maana-kamo-guesthouse-japan-uoya-shigenori/
48,1586494,Home Studios fills 20 Bond apartment in New York with one-off decor details,https://www.dezeen.com/2020/11/14/20-bond-apartment-interiors-new-york/
49,1586035,Thirty kitchens designed by architects,https://www.dezeen.com/2020/11/14/thirty-kitchens-designs-roundup/
50,1586215,Tiny exhibition centre on remote Chinese farm features timber interiors,https://www.dezeen.com/2020/11/13/huoshuiyuan-exhibition-centre-interiors-china/
51,1585600,Ola Jachymiak Studio brightens Beam cafe in London with orange hues,https://www.dezeen.com/2020/11/12/beam-cafe-london-interiors-ola-jachymiak/
52,1585351,"Embers restaurant in Taipei features a ""vortex"" of cedar planks",https://www.dezeen.com/2020/11/11/embers-restaurant-taipei-interiors-cedar/
53,1585018,Retroscena is a colourful apartment renovation by La Macchina Studio,https://www.dezeen.com/2020/11/10/retroscena-apartment-renovation-la-macchina-studio-rome-architecture/
54,1581940,AHEAD Middle East and Africa 2020 awards winners announced in video ceremony on Dezeen,https://www.dezeen.com/2020/11/09/ahead-mea-2020-awards-ceremony/
55,1583961,MW Works uses dark wood and sandy walls for interiors of Ocean Drive apartment in Miami Beach,https://www.dezeen.com/2020/11/08/mw-works-ocean-drive-apartment-miami-florida-architecture-interiors/
56,1583969,Van Eijk & Van der Lubbe designs Utrecht care facility like a boutique hotel,https://www.dezeen.com/2020/11/08/domstate-zorghotel-van-eijk-van-der-lubbe-wellness-interiors/
57,1583958,Residence for Two Collectors is an art-filled Chicago penthouse,https://www.dezeen.com/2020/11/07/residence-two-collectors-art-chicago-penthouse/
58,1583656,Ten home kitchens that use colour to make a statement,https://www.dezeen.com/2020/11/07/colourful-kitchens-home-interiors-roundup/
59,1584524,AHEAD Middle East and Africa hospitality awards winners to be announced in virtual ceremony,https://www.dezeen.com/2020/11/06/ahead-mea-2020-ceremony/
60,1583651,Sara Ruffin Costello fashions quirky interiors for The Chloe hotel in New Orleans,https://www.dezeen.com/2020/11/05/chloe-hotel-interiors-new-orleans/
61,1583087,Trahan Architects creates curving wooden balconies for Atlanta theatre,https://www.dezeen.com/2020/11/05/coca-cola-stage-alliance-theater-atlanta-trahan-architects/
62,1583353,Space Popular uses green tones throughout Infinity Wellbeing spa in Bangkok,https://www.dezeen.com/2020/11/05/infinity-wellbeing-spa-interiors-green/
63,1583084,Archipelago House by Norm Architects is a minimal family getaway in Sweden,https://www.dezeen.com/2020/11/04/archipelago-house-interiors-sweden/
64,1582796,Terrazzo and bronze staircase forms focal point of The Sukhothai hotel by Neri&Hu,https://www.dezeen.com/2020/11/03/sukhothai-hotel-nerihu-interiors-shanghai/
65,1582672,B2 Architecture creates optical illusion with office interiors for DDB Prague,https://www.dezeen.com/2020/11/03/b2-architecture-office-ddb-prague-interiors/
66,1582994,David Adjaye and Aston Martin design five residences in New York skyscraper 130 William,https://www.dezeen.com/2020/11/02/130-william-aston-martin-residences-david-adjaye-new-york/
67,1576833,Pablo Chiereghin violently destroys and rebuilds furniture for Riot Design exhibition,https://www.dezeen.com/2020/11/02/riot-design-exhibition-pablo-chiereghin-kunstforum-vienna/
68,1581562,Ten architecture and design events this November and December from Dezeen Events Guide,https://www.dezeen.com/2020/11/02/dezeen-events-guide-winter-2020-november-december-architecture-design/
69,1581866,Recycled aluminium cans decorate exterior of Daily Paper's first US store,https://www.dezeen.com/2020/10/31/daily-paper-shop-interiors-new-york/
70,1581402,Freitag's Sweat-Yourself-Shop is a tiny factory for making bags,https://www.dezeen.com/2020/10/31/sweat-yourself-shop-recycling-freitag-interiors-zurich/
71,1578753,"Thirty domestic bathrooms by architects including concrete, travertine and tiled designs",https://www.dezeen.com/2020/10/31/bathroom-designs-architects/
72,1581675,Neri&Hu keeps time-worn details in Parisian restaurant Papi,https://www.dezeen.com/2020/10/30/papi-restaurant-interiors-paris/
73,1581224,Edition Office rearranges The Melburnian Apartment around oak wood volumes,https://www.dezeen.com/2020/10/29/melburnian-apartment-interiors-minimalist/
74,1581405,About Time: Fashion and Duration exhibition at The Met celebrates 150 years of fashion,https://www.dezeen.com/2020/10/28/about-time-fashion-and-duration-the-met-exhibition/
75,1581031,Connected virtual exhibition sees nine designers craft carbon-negative furniture from hardwoods,https://www.dezeen.com/2020/10/28/connected-virtual-exhibition-design-museum/
76,1580791,A-nrd looks to Mexico to craft interiors of Kol restaurant in London,https://www.dezeen.com/2020/10/28/kol-restaurant-interiors-london/
77,1580795,Old gymnasium transformed into lofty apartment in Amsterdam,https://www.dezeen.com/2020/10/27/the-gymnasium-apartment-robbert-de-goede-amsterdam/
78,1580539,Lim + Lu bridges old and new inside Yung's Bistro in Hong Kong,https://www.dezeen.com/2020/10/27/yungs-bistro-restaurant-interiors-hong-kong/
79,1578149,Shortlist unveiled for AHEAD Europe 2020 hospitality awards,https://www.dezeen.com/2020/10/27/ahead-europe-awards-shortlist-2020-hotel-architecture/
80,1579796,Imafuku Architects completes Dongshang bar in Beijing with bamboo surfaces,https://www.dezeen.com/2020/10/26/dongshang-beijing-restaurant-interiors-bamboo/
81,1578935,Rammed-earth counter anchors Flamingo Estate pop-up in Los Angeles,https://www.dezeen.com/2020/10/25/flamingo-estate-harvest-shop-interiors-rammed-earth/
82,1578412,Green-painted sunroom with cathedral views features in renovated Toronto apartment,https://www.dezeen.com/2020/10/24/st-lawrence-odami-renovated-toronto-apartment/
83,1578620,Esperinos is a design-focused guesthouse in Athens,https://www.dezeen.com/2020/10/23/esperinos-guesthouse-interiors-athens/
84,1578504,Game On's neon-filled exhibition design pays homage to 80s video games,https://www.dezeen.com/2020/10/23/game-on-smart-green-design-exhibition-fundacion-canal/
85,1577491,Fashion meets art inside Dries Van Noten's inaugural US store,https://www.dezeen.com/2020/10/21/dries-van-noten-shop-interiors-los-angeles/
86,1575789,"Interiors by Esrawe Studio, Adjaye Associates and Freitag among Dezeen Awards 2020 public vote winners",https://www.dezeen.com/2020/10/20/interiors-by-esrawe-studio-adjaye-associates-and-freitag-among-dezeen-awards-2020-public-vote-winners/
87,1577011,Richard Parr Associates expands own office by converting 19th-century barn in the Cotswolds,https://www.dezeen.com/2020/10/20/easter-park-farm-office-interiors-richard-parr-associates/
88,1576536,Case-Real contrasts plaster and steel inside Aesop store in Shinjuku,https://www.dezeen.com/2020/10/19/aesop-shop-interiors-plaster-steel/
89,1576377,Rockwell Group completes luxury residents-only leisure club for New York's Waterline Square,https://www.dezeen.com/2020/10/18/waterline-club-leisure-interiors-new-york/
90,1575523,Seven bedrooms with eye-catching statement walls,https://www.dezeen.com/2020/10/17/statement-wall-design-bedroom-interiors/
91,1575981,Agnieszka Owsiany Studio creates tranquil apartment in Poznań for couple working in medicine,https://www.dezeen.com/2020/10/16/botaniczna-apartment-interiors-oak-marble/
92,1575581,Atelier L2 creates modular wooden interiors for Ateliers des Capucins,https://www.dezeen.com/2020/10/15/atelier-l2-modular-wooden-shop-spaces-atelier-des-capucins/
93,1574963,Sim-Plex Design Studio creates a four-bedroom smart home in Hong Kong,https://www.dezeen.com/2020/10/14/smart-zendo-sim-plex-design-studio-hong-kong-apartment-interior/
94,1575484,Old Spanish workshop converted into tactile family home by Nomos,https://www.dezeen.com/2020/10/14/la-nave-nomos-interiors-residential-spain/
95,1575088,Luke Edward Hall stirs print and colour inside Hotel Les Deux Gares in Paris,https://www.dezeen.com/2020/10/14/hotel-les-deux-gares-paris-interiors/
96,1574884,DooSooGoBang restaurant in South Korea references Buddhist practices,https://www.dezeen.com/2020/10/13/doosoogobang-restaurant-interiors-south-korea/
97,1574465,Mythology crafts warm plywood interiors for Shen beauty store in Brooklyn,https://www.dezeen.com/2020/10/12/shen-beauty-brooklyn-shop-interiors-plywood/
98,1574363,Minimal interiors of Bodice store in New Delhi champions slow fashion,https://www.dezeen.com/2020/10/11/bodice-shop-new-delhi-india-interiors/
99,1573800,Ten tranquil bathrooms with dark and soothing interiors,https://www.dezeen.com/2020/10/09/tranquil-bathrooms-designs-dark-soothing-interiors/
100,1573997,Bermonds Locke hotel in London evokes sunny California deserts,https://www.dezeen.com/2020/10/09/bermonds-locke-london-hotel-interiors/
101,1573658,Adytum Library in Canberra is arranged around a single book-lined counter,https://www.dezeen.com/2020/10/08/adytum-library-canberra-interiors-minimal/
102,1573264,Lost House by David Adjaye features black interiors and bedroom with a pool,https://www.dezeen.com/2020/10/08/lost-house-david-adjaye-black-interiors-pool-london-architecture/
103,1572848,Creating sets for Normal People took a mixture of intuition and second-hand gems says production designer,https://www.dezeen.com/2020/10/07/normal-people-production-designer-interview/
104,1573329,Ritz & Ghougassian uses bricks and Australian wood inside Melbourne's Prior cafe,https://www.dezeen.com/2020/10/07/prior-cafe-melbourne-interiors-bricks/
105,1572890,Aston Martin collaborates with S3 Architecture to design first residential project,https://www.dezeen.com/2020/10/06/sylvan-rock-house-architecture-renderings-aston-martin/
106,1572819,Ten pink interiors that range from rose blush to bright coral,https://www.dezeen.com/2020/10/06/ten-pink-interiors-rose-peach-coral-homes-shops-cafes/
107,1571888,KCC Design creates monochrome office for own studio in former factory space,https://www.dezeen.com/2020/10/05/kcc-design-monochrome-office-own-studio-factory-space/
108,1572489,Shaker-inspired rooms feature in Mexico City's Círculo Mexicano hotel,https://www.dezeen.com/2020/10/04/circulo-mexicano-hotel-interiors-shaker/
109,1572306,Pinocchio is a tiny bakery in Japan decorated in the colours of bread,https://www.dezeen.com/2020/10/04/small-icon-pinocchio-bakery-japan-i-in-interiors/
110,1572081,Torrado Arquitectos carries out subtle renovation of 1930s Buenos Aires house,https://www.dezeen.com/2020/10/02/house-in-barrio-parque-torrado-arquitectos-renovation/
111,1572233,"Tom Postma Design suspends 1,400 porcelain plates in gold-gilded room at Fondazione Prada",https://www.dezeen.com/2020/10/02/tom-postma-design-fondazione-prada-porcelain-room-installation-design/
112,1572282,Nendo completes Marsotto showroom in Milan with dimpled marble facade,https://www.dezeen.com/2020/10/02/marsotto-showroom-nendo-interiors-milan/
113,1571941,"Atelier XY covers cocktail bar in Shanghai with over 1,000 insects",https://www.dezeen.com/2020/10/01/j-boroski-shanghai-bar-interiors-atelier-xy/
114,1571378,Minimal Fantasy holiday apartment in Madrid is almost completely pink,https://www.dezeen.com/2020/09/30/minimal-fantasy-apartment-patricia-bustos-studio-pink-interiors/
115,1571537,Outdoor dining on New York City streets becomes permanent,https://www.dezeen.com/2020/09/29/open-restaurants-program-new-york-city-outdoor-dining-coronavirus/
116,1569704,Shortlist revealed for AHEAD MEA 2020 hospitality awards,https://www.dezeen.com/2020/09/29/ahead-mea-awards-shortlist-2020-hotels-architecture/
117,1570920,Blue Bottle Coffee cafe in Yokohama spotlights natural materials,https://www.dezeen.com/2020/09/29/blue-bottle-coffee-minatomirai-cafe-interiors-japan/
